0,1,2,3,4,5,6,7,8,9,10,11,12,label
-391.67728,125.93905,-15.157769,24.55214,-0.4209023,0.7799839,-11.136925,-3.6125698,4.399664,-3.424565,-2.0660017,-4.486552,1.7361534,alarmı
-300.00378,163.96806,4.947673,14.188068,-0.6784483,-9.309303,-3.9364972,-19.56061,-17.155037,1.2544553,-4.4320188,-9.480574,-4.6441865,alarmı
-450.5718,95.72286,0.37341285,15.085421,1.4352506,5.525264,6.963453,-14.929171,-0.34531325,-0.77570426,-2.2020583,-4.005157,-6.990437,alarmı
-337.46915,116.20013,21.685272,30.64247,7.5105057,-10.525725,-16.568548,-7.26763,-5.888437,-0.6131083,-12.820898,-0.0058479034,-6.451202,alarmı
-369.14313,123.963486,-13.761392,-10.992621,2.478621,-3.191114,-10.702306,-1.2749819,-13.972756,-16.412348,-6.7402186,-8.315389,-9.576786,alarmı
-414.44974,145.0093,25.566607,11.42394,6.3329515,8.909013,-2.5697184,-8.674371,-2.7825027,3.4019508,2.0384128,-5.4556,-3.7044945,alarmı
-331.8559,134.46928,2.2461154,9.833214,-1.6377952,-6.5022907,-7.21648,-16.44897,-9.368933,-1.6564394,-10.079639,-2.7292469,-7.4309974,alarmı
-508.1921,93.86639,9.773153,11.052122,7.2059107,10.036368,1.1464263,-0.10783693,-4.462808,2.3678493,-3.7584574,-2.9771354,-3.5742445,alarmı
-452.99326,99.47598,0.39079988,14.1729555,-5.321338,3.3345048,-14.60802,-9.714345,-0.36471376,-7.7387595,-7.4059606,-9.7038965,-5.799078,alarmı
-387.78226,142.79413,-0.6516363,21.555384,1.7632773,-0.9367751,-7.4215126,-13.121059,2.4635336,-1.3418392,-1.42118,-4.5292253,-8.315515,alarmı
-388.17242,105.69987,-5.010984,15.329454,2.1157322,-7.6098056,-14.939912,-8.171288,-4.5213614,-7.7978554,-11.019076,-2.5969296,-5.79909,alarmı
-394.35883,106.7779,17.287718,12.313639,1.0730544,-1.9636241,0.51520747,-9.0005045,-8.429538,5.903004,-6.557385,-6.4147863,0.14281832,alarmı
-352.02585,89.6376,4.836582,16.480106,2.5510402,5.1696124,-1.5292617,-3.7782764,-10.309396,8.644935,-9.204155,-7.258048,-6.917957,alarmı
-297.20404,139.79062,8.075677,10.766809,-4.314479,-12.53819,-17.164536,-20.6873,-11.305807,-9.362443,-6.7013516,-0.45546183,-8.826968,alarmı
-363.12946,139.02585,-4.118136,18.32829,7.3022904,-3.282641,-13.668906,-16.709444,-9.710735,-13.364221,-7.6742935,-5.2182097,-9.882378,alarmı
-348.46625,100.86531,4.8228946,29.905243,0.8759025,15.248995,-10.207106,5.8876896,0.8570273,0.91403437,-10.012111,-1.190509,-7.72278,alarmı
-331.05872,128.114,1.4076214,14.596933,-15.805179,12.704724,-15.83862,-3.27373,-2.1643372,-8.22488,-6.8062444,-3.4588323,-6.3795447,alarmı
-312.00418,165.30272,-7.2920136,21.215511,-2.7135773,-8.31321,-11.633797,-21.438627,-18.212181,-5.9407554,-3.497886,-5.600398,-9.050899,alarmı
-361.3739,105.02048,2.0251462,12.63441,3.822485,1.8087306,-2.2609663,-8.37037,-6.9416695,-2.6031365,-1.0237426,-7.0769305,-8.001638,alarmı
-458.2274,80.1573,17.887041,20.996391,11.1516,-5.6880455,-7.73315,-4.8266954,-5.862328,-5.6129127,-7.132818,-10.329058,-9.392387,alarmı
-407.049,114.48858,17.528246,23.72397,-21.19097,-1.0460271,-10.481389,-17.230974,-3.5785213,-9.382227,-1.5330614,-2.597275,-2.641035,alarmı
-385.49805,113.67302,-34.61774,23.552437,-2.3782268,-5.7156096,-11.891195,3.61152,-8.245919,-16.078804,-10.659949,-11.134144,-4.9130645,alarmı
-501.99106,124.40486,4.6539264,28.561064,7.3775477,-7.4666204,-5.6459026,-19.906494,-3.433277,-1.2999421,-5.5768547,-2.619065,-7.6318316,alarmı
-334.70212,121.73317,-13.590528,26.006546,-1.4981208,11.623405,-2.2675276,-3.2755613,2.8153937,-4.7565846,-4.765608,-3.0132346,-7.3559117,alarmı
-412.4544,89.88528,-15.265498,23.274342,-15.152285,7.093215,0.05510406,7.522557,2.535907,-10.805391,-6.8448873,-8.759578,-3.6596096,alarmı
-486.2567,75.45128,-9.5921755,4.3241816,3.8724077,9.75398,-3.4468884,1.9303733,0.6283862,-0.5684739,-9.174337,-11.376584,4.545889,alarmı
-395.10635,114.12528,-10.493571,19.02496,3.8419735,-9.705667,-15.541758,0.25264817,-2.8993642,-8.169744,-5.069746,-8.152001,0.79683703,alarmı
-308.83856,162.71419,6.7119317,17.22079,11.0726795,-12.654688,-13.9581375,-15.760434,-8.677087,1.2733188,-6.904339,-7.2752233,-5.606488,alarmı
-446.08926,86.657135,-7.3588524,8.505428,-3.4314973,3.4064236,0.27424598,-18.37482,-4.230811,-1.595227,-2.4919655,-4.162069,-9.046705,alarmı
-329.41037,123.99541,15.067211,29.390753,13.092279,1.8415982,-11.367962,-4.4074264,-3.296578,2.1397338,-10.035305,-6.8890624,-4.94895,alarmı
-304.37952,113.918915,-7.09046,-2.4050431,-1.8062519,-12.236533,-19.505636,-9.456503,-11.113755,-12.314177,-4.523039,-7.33399,-8.283199,alarmı
-405.53375,131.67943,31.900852,11.967563,4.25513,10.081135,-1.8572583,-4.491177,-3.0668118,1.7402047,-0.3234361,-4.680527,-4.8223124,alarmı
-333.07132,147.52997,-2.080768,13.688708,1.6479383,-6.569808,-3.9006536,-14.413683,-10.814446,-2.359899,-9.286513,-0.7949462,-4.523274,alarmı
-262.75403,95.93179,24.106321,5.522256,-6.193153,5.8318443,0.062299736,-9.072764,-0.7762058,0.25863606,-7.746435,4.90875,-0.14346768,arttır
-618.9114,45.66994,-20.579462,16.168367,3.7268062,-4.6724863,-8.751428,6.420504,4.403071,7.7704372,5.309735,-0.55412525,-4.1735673,arttır
-573.608,74.28141,15.325377,21.108412,6.2241664,8.247815,4.123719,0.5257676,-5.267152,3.5619066,-1.1402929,-4.446135,-2.8000898,arttır
-362.5024,70.866516,10.366386,18.762644,-1.187596,4.4949636,-11.026522,-7.394917,-0.00832585,-5.984696,-10.710796,0.09790599,-3.8749423,arttır
-365.66937,104.165596,21.477257,12.999616,-0.18564534,1.6417745,-7.6180487,-7.082689,-4.2425866,-0.61598563,-2.5598106,-4.880656,-2.2843647,arttır
-368.96378,89.73506,19.665205,23.215673,-9.645272,-4.9319234,-18.933954,-8.917378,-6.0064397,-7.4967527,-9.913787,-2.101128,-4.0223427,arttır
-331.55954,88.4379,12.320944,22.98307,0.14144267,-1.9636385,7.7467384,-3.9006162,-15.321703,4.8141007,-5.4497538,-4.200075,0.61079025,arttır
-276.9539,89.190056,6.448627,9.290016,1.6775708,0.66639614,-5.539125,-8.254136,-16.511711,-4.1234884,-7.040465,-8.018532,-7.8715854,arttır
-227.25531,117.63027,0.9553928,18.506794,-3.062402,-5.8521833,-10.664531,-13.448341,-15.697226,0.31635782,-9.267586,-4.143004,-5.3450284,arttır
-235.77205,125.203384,0.3890966,20.115864,-11.065524,-4.7153234,-15.704691,-16.117908,-14.919395,0.80670977,-15.899571,-0.88979924,-11.422595,arttır
-298.17892,118.19128,13.701895,21.954548,7.8753524,2.613739,-1.086343,-9.04259,-8.09984,1.7275167,-13.17074,-1.6923271,-2.34329,arttır
-308.29834,90.65583,17.30017,34.683983,-7.349456,2.1256137,-8.320629,-11.213041,-6.2605605,-6.186557,-6.6459928,-1.8746762,-8.048198,arttır
-233.27927,90.671776,18.678139,12.657749,-3.0733788,-1.4358156,-11.643647,-3.0987992,-5.1071877,-2.1402345,-5.582331,-5.3789496,-9.894411,arttır
